rent,rooms,bathrooms,sqft,address
259000,2,2,1.03,"8331 N 21st Dr Unit H205, Phoenix, AZ 85021"
355000,4,4,1033,"6007 W Cheery Lynn Rd, Phoenix, AZ 85033"
335000,3,3,5862,"4505 W Continental Dr, Glendale, AZ 85308"
325000,3,3,1824,"5209 N 18th Dr, Phoenix, AZ 85015"
1395000,3,3,8831,"4547 N 52nd Pl, Phoenix, AZ 85018"
789900,4,4,1500,"4627 E Night Glow Dr, Cave Creek, AZ 85331"
435000,3,3,641,"7701 S 47th Ln, Laveen, AZ 85339"
305000,2,2,2866,"3230 E Pinchot Ave #7, Phoenix, AZ 85018"
350000,3,3,10018.8,"1920 W Eugie Ave, Phoenix, AZ 85029"
385000,3,3,3319,"1102 W Peoria Ave #11, Phoenix, AZ 85029"
675000,4,4,6380,"4345 W Chama Dr, Glendale, AZ 85310"
330000,2,2,1344,"1920 E Bell Rd #1116, Phoenix, AZ 85022"
641000,4,4,2100,"6401 E Thunderbird Rd, Scottsdale, AZ 85254"
1125000,4,4,8800,"16622 N 51st St, Scottsdale, AZ 85254"
500000,2,2,3573,"11229 S Tomah St, Phoenix, AZ 85044"
850000,5,5,10454.4,"16810 S 14th Dr, Phoenix, AZ 85045"
464000,4,4,1716,"8710 S 50th Dr, Laveen, AZ 85339"
416000,4,4,7781,"3347 W LA Salle St, Phoenix, AZ 85041"
925000,6,6,2973,"30 W Culver St, Phoenix, AZ 85003"
410000,5,5,12632.4,"2936 S 73rd Ln, Phoenix, AZ 85043"
1450000,4,4,2182,"6310 E Montreal Pl, Scottsdale, AZ 85254"
760000,5,5,9591,"18321 N 28th Pl, Phoenix, AZ 85032"
389000,3,3,2165,"2641 W Gaby Rd, Phoenix, AZ 85041"
800000,4,4,5921,"4713 W Barko Ln, New River, AZ 85087"
495000,3,3,2304,"8555 S 40th Dr, Laveen, AZ 85339"
590000,4,4,2029,"4383 E Saint John Rd, Phoenix, AZ 85032"
204000,2,2,6868,"15439 N 28th St #1, Phoenix, AZ 85032"
725000,6,6,870,"3345 W Montello Rd, Phoenix, AZ 85086"
1350000,5,5,846,"14203 N 70th Pl, Scottsdale, AZ 85254"
544990,4,4,3637,"7030 W Coles Rd, Laveen, AZ 85339"
590990,5,5,6791,"7051 W Winston Dr, Laveen, AZ 85339"
1695000,4,4,3655,"4438 E Marion Way, Phoenix, AZ 85018"
375000,3,3,9008,"1610 W Eva St, Phoenix, AZ 85021"
572990,4,4,2592,"7040 W Winston Dr, Laveen, AZ 85339"
349900,2,2,8394,"6407 W Sonora St, Phoenix, AZ 85043"
220000,1,1,3018,"2228 N 52nd St #221, Phoenix, AZ 85008"
635995,3,3,6500,"4817 W Stargazer Pl, Laveen, AZ 85339"
485000,4,4,3000,"4924 W Leodra Ln, Laveen, AZ 85339"
449900,4,4,24393.6,"5224 W Shumway Farm Rd, Laveen, AZ 85339"
397000,5,5,1894,"2844 N 57th Dr, Phoenix, AZ 85035"
380000,1,1,6734,"475 N 9th St #310, Phoenix, AZ 85006"
895000,4,4,2886,"15833 N 51st Pl, Scottsdale, AZ 85254"
499000,3,3,6500,"40905 N 10th St, Phoenix, AZ 85086"
360000,3,3,1002,"6226 S 39th Ave, Phoenix, AZ 85041"
649900,4,4,5319,"3038 E Avalon Dr, Phoenix, AZ 85016"
559900,3,3,660,"1117 E Garfield St, Phoenix, AZ 85006"
525000,4,4,2510,"42806 N Hudson Trl, Anthem, AZ 85086"
450000,4,4,7200,"2440 E Vista Dr, Phoenix, AZ 85032"
15650000,6,6,3033,"4556 N 56th St, Phoenix, AZ 85018"
595000,2,2,6642,"5522 E Shaw Butte Dr, Scottsdale, AZ 85254"
575000,2,2,2368,"1 E Lexington Ave #601, Phoenix, AZ 85012"
985000,3,3,4950,"6522 E Camino de Los Ranchos --, Scottsdale, AZ 85254"
355000,2,2,2182,"5330 N 3rd Ave, Phoenix, AZ 85013"
330000,2,2,12196.8,"3326 W Wahalla Ln, Phoenix, AZ 85027"
285000,3,3,744,"2912 E Monroe St, Phoenix, AZ 85034"
267500,1,1,2487,"12222 N Paradise Village Pkwy S #447, Phoenix, AZ 85032"
387500,3,3,13939.2,"4220 S 76th Ave, Phoenix, AZ 85043"
459000,3,3,1843,"1133 E Townley Ave, Phoenix, AZ 85020"
780000,4,4,1.39,"3234 W Rapalo Rd, Phoenix, AZ 85086"
390000,3,3,1510,"3050 W Charter Oak Rd, Phoenix, AZ 85029"
499000,3,3,7475,"2022 N 40th St, Phoenix, AZ 85008"
649900,3,3,2819,"18819 N 39th Way, Phoenix, AZ 85050"
2195000,4,4,6887,"1945 E Aurelius Ave, Phoenix, AZ 85020"
285000,2,2,1827,"2929 W Cypress St, Phoenix, AZ 85009"
399900,2,2,959,"1118 E Fern Dr S, Phoenix, AZ 85014"
725000,5,5,6094,"4953 W La Puente Ave, Laveen, AZ 85339"
530000,7,7,3475,"4546 N 111th Dr, Phoenix, AZ 85037"
295000,2,2,7380,"1129 S 10th St, Phoenix, AZ 85034"
174000,2,2,3997,"2233 E Behrend Dr #126, Phoenix, AZ 85024"
390000,3,3,7500,"3455 W Frier Dr, Phoenix, AZ 85051"
950000,4,4,780,"31509 N 19th Ave, Phoenix, AZ 85085"
249500,2,2,6670,"3511 E Baseline Rd #1118, Phoenix, AZ 85042"
1275000,4,4,960,"2516 W Joy Ranch Rd, Phoenix, AZ 85086"
335000,2,2,1152,"3302 N 7th St #233, Phoenix, AZ 85014"
199900,1,1,1494,"3511 E Baseline Rd #1239, Phoenix, AZ 85042"
405000,3,3,9091,"9125 W Serrano St, Phoenix, AZ 85037"
490000,4,4,3402,"6122 W Fallen Leaf Ln, Glendale, AZ 85310"
2150000,4,4,10890.0,"4132 N 44th Pl, Phoenix, AZ 85018"
395000,3,3,890,"10709 N 36th Ave, Phoenix, AZ 85029"
379000,2,2,2808,"19809 N 49th Ave, Glendale, AZ 85308"
535000,2,2,1.15,"6548 N Maryland Cir, Phoenix, AZ 85013"
2200000,5,5,1217,"6310 E Dove Valley Rd, Cave Creek, AZ 85331"
549900,4,4,578,"3912 E Sunnyside Dr, Phoenix, AZ 85028"
225000,2,2,1564,"11666 N 28th Dr #277, Phoenix, AZ 85029"
580000,4,4,6041,"3626 E Goldfinch Gate Ln, Phoenix, AZ 85044"
269900,2,2,2018,"6230 N 33rd Ave #120, Phoenix, AZ 85017"
425000,2,2,6769,"3411 N 36th Pl, Phoenix, AZ 85018"
500000,3,3,2897,"1610 W Lynwood St, Phoenix, AZ 85007"
1599000,4,4,9139,"2817 E Elm St, Phoenix, AZ 85016"
227000,1,1,1662,"10610 S 48th St #2096, Phoenix, AZ 85044"
2495000,4,4,7361,"5011 E Cheery Lynn Rd, Phoenix, AZ 85018"
2050000,4,4,1114,"4501 E Cheery Lynn Rd, Phoenix, AZ 85018"
650000,3,3,3706,"8608 S 23rd Pl, Phoenix, AZ 85042"
295000,2,2,1530,"6348 N 7th Ave #11, Phoenix, AZ 85013"
399000,3,3,7500,"4201 W Townley Ave, Phoenix, AZ 85051"
625000,4,4,4162,"1402 E Briarwood Ter, Phoenix, AZ 85048"
260000,2,2,1.17,"15601 N 27th St #11, Phoenix, AZ 85032"
1399999,4,4,1807,"2053 N 37th Pl, Phoenix, AZ 85008"
399900,1,1,8923,"4540 N 44th St #44, Phoenix, AZ 85018"
950000,4,4,874,"3229 E Clarendon Ave, Phoenix, AZ 85018"
480000,5,5,2178,"2337 W Maricopa St, Phoenix, AZ 85009"
589990,3,3,7701,"2247 W Paso Trl, Phoenix, AZ 85085"
464900,3,3,975,"23853 N 39th Ln, Glendale, AZ 85310"
1460000,4,4,944,"42507 N Back Creek Way, Anthem, AZ 85086"
325000,2,2,875,"11 E Vogel Ave, Phoenix, AZ 85020"
400000,2,2,6530,"4201 E Camelback Rd #29, Phoenix, AZ 85018"
615000,3,3,1135,"1101 E Wescott Dr, Phoenix, AZ 85024"
1030000,3,3,2663,"3434 E Sells Dr, Phoenix, AZ 85018"
215000,2,2,9187,"6812 N 35th Ave Unit C, Phoenix, AZ 85017"
270000,2,2,1790,"1720 E Thunderbird Rd #1061, Phoenix, AZ 85022"
550000,5,5,6817,"3820 W Bloomfield Rd, Phoenix, AZ 85029"
1035000,4,4,987,"5102 E Larkspur Dr, Scottsdale, AZ 85254"
157900,2,2,1172,"2701 E Utopia Rd #201, Phoenix, AZ 85050"
898900,2,2,886,"4202 N 41st Pl, Phoenix, AZ 85018"
299990,2,2,2359,"4836 S 20th Pl, Phoenix, AZ 85040"
415000,5,5,6871,"4826 N 63rd Ave, Phoenix, AZ 85033"
875000,3,3,2244,"3301 E Campbell Ave, Phoenix, AZ 85018"
656995,4,4,14374.8,"4832 W Stargazer Pl, Laveen, AZ 85339"
849999,5,5,950,"1751 W Sienna Bouquet Pl, Phoenix, AZ 85085"
550000,4,4,2500,"16208 S 17th Dr, Phoenix, AZ 85045"
395000,2,2,1050,"4206 N 38th St #4, Phoenix, AZ 85018"
1200000,4,4,12632.4,"43 E Desert Hills Dr, Phoenix, AZ 85086"
355000,3,3,6003,"3830 E Lakewood Pkwy E #1158, Phoenix, AZ 85048"
470000,3,3,2007,"4129 E Zia St, Phoenix, AZ 85044"
325000,3,3,7562,"1021 W Lydia Ln, Phoenix, AZ 85041"
420000,4,4,1764,"9127 W Monte Vista Rd, Phoenix, AZ 85037"
480000,3,3,7301,"2701 E Villa Rita Dr, Phoenix, AZ 85032"
429000,2,2,2024,"4928 E Hazel Dr #3, Phoenix, AZ 85044"
300000,4,4,7218,"2913 W Almeria Rd, Phoenix, AZ 85009"
649990,3,3,2836,"25829 N 23rd Ave, Phoenix, AZ 85085"
395000,3,3,9697,"7417 W ST Catherine Ave, Laveen, AZ 85339"
415000,3,3,2354,"3243 E Maldonado Dr, Phoenix, AZ 85042"
440000,2,2,3956,"525 E Willetta St #9, Phoenix, AZ 85004"
849999,3,3,910,"22608 N 39th Ter, Phoenix, AZ 85050"
500000,2,2,3058,"2329 N 12th St, Phoenix, AZ 85006"
995000,4,4,1.00,"1426 W Port AU Prince Ln, Phoenix, AZ 85023"
599995,4,4,1265,"2202 W Berridge Ln, Phoenix, AZ 85015"
279000,2,2,1948,"2033 W Elm St, Phoenix, AZ 85015"
479900,3,3,11761.2,"4348 E Campo Bello Dr, Phoenix, AZ 85032"
449500,5,5,1349,"5701 W Hazelwood St, Phoenix, AZ 85031"
950000,4,4,4344,"16825 S 12th Way, Phoenix, AZ 85048"
499500,2,2,2137,"11245 S Shoshoni Dr, Phoenix, AZ 85044"
649999,4,4,3040,"14602 N 10th St, Phoenix, AZ 85022"
415000,2,2,10018.8,"4203 N 36th St #24, Phoenix, AZ 85018"
340000,4,4,876,"3432 N 63rd Ave, Phoenix, AZ 85033"
589000,4,4,1470,"1212 E Desert Dr, Phoenix, AZ 85042"
340000,2,2,910,"2611 W Emile Zola Ave W, Phoenix, AZ 85029"
560000,3,3,6451,"15649 S 43rd Pl, Phoenix, AZ 85048"
480000,3,3,2084,"9430 W Minnezona Ave, Phoenix, AZ 85037"
450000,3,3,11325.6,"5317 W Beautiful Ln, Laveen, AZ 85339"
245500,2,2,1433,"6565 N 19th Ave #7, Phoenix, AZ 85015"
419900,4,4,2094,"3730 W Hatcher Rd, Phoenix, AZ 85051"
1900000,4,4,1863,"4540 E Via Los Caballos --, Phoenix, AZ 85028"
450000,4,4,6155,"6406 S 18th St, Phoenix, AZ 85042"
389000,3,3,1924,"4335 W Altadena Ave, Glendale, AZ 85304"
364995,4,4,5625,"3739 W Catalina Dr, Phoenix, AZ 85019"
399000,3,3,2233,"4912 W Tonto Rd, Glendale, AZ 85308"
389900,2,2,8125,"5122 E Shea Blvd #1047, Scottsdale, AZ 85254"
825000,3,3,1152,"110 E Harmont Dr, Phoenix, AZ 85020"
499990,3,3,531,"2919 W Woodridge Dr, Phoenix, AZ 85053"
4750000,6,6,2189,"5929 E Indian School Rd, Phoenix, AZ 85018"
375000,3,3,7745,"9620 N 43rd Dr, Glendale, AZ 85302"
529000,4,4,3634,"3220 W Cinnabar Ave, Phoenix, AZ 85051"
335000,3,3,33541.2,"8423 W Mackenzie Dr, Phoenix, AZ 85037"
869000,3,3,2071,"6332 E Crocus Dr, Scottsdale, AZ 85254"
310000,2,2,6853,"3830 E Lakewood Pkwy W #2166, Phoenix, AZ 85048"
1488000,5,5,1224,"5131 N 34th Way, Phoenix, AZ 85018"
260000,1,1,6364,"4750 N Central Ave Unit B10, Phoenix, AZ 85012"
639000,3,3,1696,"1701 W Orchid Ln, Phoenix, AZ 85021"
795000,1,1,6290,"6502 N Central Ave Unit A202, Phoenix, AZ 85012"
419900,4,4,1593,"3639 W Charter Oak Rd, Phoenix, AZ 85029"
530000,3,3,4706,"5518 W Andrea Dr, Phoenix, AZ 85083"
750000,4,4,1086,"848 E Coral Gables Dr, Phoenix, AZ 85022"
750000,3,3,2560,"2323 N Central Ave #301, Phoenix, AZ 85004"
459900,4,4,12632.4,"14207 N 51st Dr, Glendale, AZ 85306"
395000,2,2,1670,"1829 E Cypress St, Phoenix, AZ 85006"
1450000,5,5,11761.2,"3126 E Harwell Rd, Phoenix, AZ 85042"
1125000,3,3,4864,"42010 N Harbour Town Ct, Anthem, AZ 85086"
375000,3,3,24393.6,"2202 W Runion Dr, Phoenix, AZ 85027"
479000,4,4,1374,"4407 W Maldonado Rd, Laveen, AZ 85339"
525000,2,2,9209,"117 W Glenrosa Ave, Phoenix, AZ 85013"
284900,2,2,1876,"10030 W Indian School Rd #213, Phoenix, AZ 85037"
325000,1,1,1189,"4644 N 22nd St #2149, Phoenix, AZ 85016"
685000,3,3,2338,"4922 W Carpenter Dr, New River, AZ 85087"
345000,4,4,12196.8,"1514 W Cochise Dr, Phoenix, AZ 85021"
620000,3,3,1212,"27413 N 16th Ln, Phoenix, AZ 85085"
415000,3,3,6024,"507 E Thunderbird Trl, Phoenix, AZ 85042"
385000,1,1,1504,"5450 E Deer Valley Dr #3190, Phoenix, AZ 85054"
699000,3,3,9105,"4634 E Happy Coyote Trl, Cave Creek, AZ 85331"
820000,3,3,1881,"24035 N 45th Dr, Glendale, AZ 85310"
539000,4,4,11761.2,"2425 W Crocus Dr, Phoenix, AZ 85023"
1649900,5,5,797,"13809 S 32nd Pl, Phoenix, AZ 85044"
598000,3,3,2121,"2310 W Bent Tree Dr, Phoenix, AZ 85085"
289999,2,2,7684,"2577 W Monte Cristo Ave, Phoenix, AZ 85023"
1225000,5,5,2424,"2332 E Chama Dr, Phoenix, AZ 85024"
1200000,4,4,20037.6,"5402 E Everett Dr, Scottsdale, AZ 85254"
365000,3,3,2374,"3208 W Lisbon Ln, Phoenix, AZ 85053"
700000,4,4,9146,"41821 N Bridlewood Way, Phoenix, AZ 85086"
420000,3,3,6430,"2606 E Fawn Dr, Phoenix, AZ 85042"
559000,4,4,20037.6,"7230 S 28th Ln, Phoenix, AZ 85041"
1275000,4,4,2313,"1529 W Port AU Prince Ln, Phoenix, AZ 85023"
675000,5,5,6246,"7943 W Atlantis Way, Phoenix, AZ 85043"
447990,4,4,1225,"5610 W Willow Ridge Dr, Laveen, AZ 85339"
2100000,5,5,1272,"4318 E Cheery Lynn Rd, Phoenix, AZ 85018"
430990,3,3,4288,"5618 W Willow Ridge Dr, Laveen, AZ 85339"
675000,4,4,13068.0,"35742 N 32nd Ln, Phoenix, AZ 85086"
490000,3,3,2524,"1215 E Cambridge Ave, Phoenix, AZ 85006"
860075,4,4,14374.8,"6045 E Ringtail Way, Phoenix, AZ 85054"
370000,3,3,1263,"7026 W Encanto Blvd, Phoenix, AZ 85035"
339900,2,2,6138,"2343 N 83rd Dr, Phoenix, AZ 85037"
349000,3,3,2792,"6621 W Miami St, Phoenix, AZ 85043"
310000,3,3,9042,"1720 W Claremont St, Phoenix, AZ 85015"
360000,3,3,1309,"4053 W Northview Ave, Phoenix, AZ 85051"
895900,4,4,2595,"14018 N 49th St, Scottsdale, AZ 85254"
380000,3,3,7800,"5650 W Vineyard Rd, Laveen, AZ 85339"
2095000,4,4,3875,"6315 E Corrine Dr, Scottsdale, AZ 85254"
510000,3,3,2975,"3809 W Misty Willow Ln, Glendale, AZ 85310"
599995,3,3,7584,"118 E Galvin St, Phoenix, AZ 85086"
1050000,2,2,1912,"5205 N 25th Pl, Phoenix, AZ 85016"
165000,2,2,5750,"3901 E Pinnacle Peak Rd #42, Phoenix, AZ 85050"
1099000,4,4,2017,"5102 E Presidio Rd, Scottsdale, AZ 85254"
230000,3,3,14810.4,"3645 N 69th Ave #22, Phoenix, AZ 85033"
98000,3,3,700,"15601 N 19th Ave #143, Phoenix, AZ 85023"
329000,3,3,960,"5421 W Burton Dr, Phoenix, AZ 85043"
429999,4,4,21.43,"5617 S 30th Gln, Phoenix, AZ 85041"
405000,4,4,1400,"2543 E Marguerite Ave, Phoenix, AZ 85040"
1350000,5,5,2736,"16236 N 51st St, Scottsdale, AZ 85254"
1595000,8,8,1840,"3123 W Almeria Rd, Phoenix, AZ 85009"
351900,3,3,5400,"2028 N 78th Ave, Phoenix, AZ 85035"
450000,3,3,1478,"1937 W Northview Ave, Phoenix, AZ 85021"
1199000,5,5,7431,"5520 E Muriel Dr, Scottsdale, AZ 85254"
390000,3,3,3538,"10934 W College Dr, Phoenix, AZ 85037"
329000,2,2,1383,"10333 W Calle Del Oro --, Phoenix, AZ 85037"
750000,4,4,2176,"3701 E Laurel Ln, Phoenix, AZ 85028"
290000,2,2,1931,"11026 N 28th Dr #73, Phoenix, AZ 85029"
182000,1,1,8164,"4545 N 67th Ave #1429, Phoenix, AZ 85033"
515000,4,4,4056,"15837 N 25th Ave, Phoenix, AZ 85023"
585990,4,4,11325.6,"29215 N 31st Ln, Phoenix, AZ 85083"
625000,4,4,1902,"1319 W Sells Dr W, Phoenix, AZ 85013"
599000,3,3,4165,"4606 E Monte Way, Phoenix, AZ 85044"
650000,5,5,1490,"3418 W Ian Dr W, Laveen, AZ 85339"
750000,3,3,744,"1032 E Irvine Rd, Phoenix, AZ 85086"
574777,6,6,1030,"6820 S 68th Dr, Laveen, AZ 85339"
375000,3,3,6003,"3302 E Taylor St, Phoenix, AZ 85008"
360000,5,5,2158,"2808 W Lawrence Ln, Phoenix, AZ 85051"
440000,3,3,7075,"4221 W Valley View Dr, Laveen, AZ 85339"
824900,4,4,1036,"2147 E Goldenrod St, Phoenix, AZ 85048"
223000,1,1,769,"3230 E Pinchot Ave #2, Phoenix, AZ 85018"
485000,3,3,697,"2937 W Anderson Dr, Phoenix, AZ 85053"
660000,2,2,1851,"15221 N Clubgate Dr #1150, Scottsdale, AZ 85254"
299000,3,3,10454.4,"7726 W Glenrosa Ave, Phoenix, AZ 85033"
349900,3,3,1946,"1024 S 3rd Ave, Phoenix, AZ 85003"
295000,2,2,5175,"16013 S Desert Foothills Pkwy #1140, Phoenix, AZ 85048"
739900,4,4,1850,"2020 E Taxidea Way, Phoenix, AZ 85048"
329900,2,2,9270,"9414 N 11th Pl, Phoenix, AZ 85020"
409900,3,3,1686,"5117 W Acoma Dr, Glendale, AZ 85306"
520000,3,3,6347,"3358 W Sousa Dr, Anthem, AZ 85086"
420000,3,3,1765,"1044 E Clinton St, Phoenix, AZ 85020"
365000,2,2,4578,"2725 E Mine Creek Rd #2166, Phoenix, AZ 85024"
925000,4,4,1091,"1827 E South Fork Dr, Phoenix, AZ 85048"
529900,4,4,1967,"7541 N 35th Dr, Phoenix, AZ 85051"
375000,3,3,2894,"4624 E Cheyenne Dr, Phoenix, AZ 85044"
916000,4,4,13939.2,"16626 N 43rd St, Phoenix, AZ 85032"
509000,4,4,2535,"10662 N 33rd Pl, Phoenix, AZ 85028"
599000,4,4,15681.6,"2423 W Crimson Ter, Phoenix, AZ 85085"
255000,1,1,1209,"1012 E Osborn Rd Unit C, Phoenix, AZ 85014"
354000,3,3,7471,"1414 E Romley Ave, Phoenix, AZ 85040"
335000,1,1,2218,"114 W Adams St #704, Phoenix, AZ 85003"
307000,2,2,27878.4,"2621 W Willow Ave, Phoenix, AZ 85029"
875000,4,4,2309,"4532 E Grandview Rd, Phoenix, AZ 85032"
844000,3,3,6527,"2366 E Sahuaro Dr, Phoenix, AZ 85028"
1145000,3,3,2162,"14025 N 16th St, Phoenix, AZ 85022"
359000,3,3,6050,"7343 W Vernon Ave, Phoenix, AZ 85035"
640000,4,4,745,"1731 E Windsong Dr, Phoenix, AZ 85048"
722000,4,4,72,"16040 N 46th Pl, Phoenix, AZ 85032"
214900,1,1,1352,"3828 N 32nd St #102, Phoenix, AZ 85018"
314000,2,2,2300,"7827 W Palm Ln, Phoenix, AZ 85035"
960000,4,4,751,"938 E Coronado Rd, Phoenix, AZ 85006"
425000,4,4,10018.8,"110 E Valley View Dr, Phoenix, AZ 85042"
472000,4,4,2114,"16036 N 11th Ave #1067, Phoenix, AZ 85023"
1649000,4,4,10890.0,"3808 E Fairmount Ave, Phoenix, AZ 85018"
420000,3,3,1765,"1044 E Clinton St, Phoenix, AZ 85020"
365000,2,2,4578,"2725 E Mine Creek Rd #2166, Phoenix, AZ 85024"
925000,4,4,1091,"1827 E South Fork Dr, Phoenix, AZ 85048"
529900,4,4,1967,"7541 N 35th Dr, Phoenix, AZ 85051"
375000,3,3,2894,"4624 E Cheyenne Dr, Phoenix, AZ 85044"
916000,4,4,13939.2,"16626 N 43rd St, Phoenix, AZ 85032"
509000,4,4,2535,"10662 N 33rd Pl, Phoenix, AZ 85028"
599000,4,4,15681.6,"2423 W Crimson Ter, Phoenix, AZ 85085"
255000,1,1,1209,"1012 E Osborn Rd Unit C, Phoenix, AZ 85014"
354000,3,3,7471,"1414 E Romley Ave, Phoenix, AZ 85040"
335000,1,1,2218,"114 W Adams St #704, Phoenix, AZ 85003"
307000,2,2,27878.4,"2621 W Willow Ave, Phoenix, AZ 85029"
875000,4,4,2309,"4532 E Grandview Rd, Phoenix, AZ 85032"
844000,3,3,6527,"2366 E Sahuaro Dr, Phoenix, AZ 85028"
1145000,3,3,2162,"14025 N 16th St, Phoenix, AZ 85022"
359000,3,3,6050,"7343 W Vernon Ave, Phoenix, AZ 85035"
640000,4,4,745,"1731 E Windsong Dr, Phoenix, AZ 85048"
722000,4,4,72,"16040 N 46th Pl, Phoenix, AZ 85032"
214900,1,1,1352,"3828 N 32nd St #102, Phoenix, AZ 85018"
314000,2,2,2300,"7827 W Palm Ln, Phoenix, AZ 85035"
960000,4,4,751,"938 E Coronado Rd, Phoenix, AZ 85006"
425000,4,4,10018.8,"110 E Valley View Dr, Phoenix, AZ 85042"
472000,4,4,2114,"16036 N 11th Ave #1067, Phoenix, AZ 85023"
1649000,4,4,10890.0,"3808 E Fairmount Ave, Phoenix, AZ 85018"
420000,3,3,1765,"1044 E Clinton St, Phoenix, AZ 85020"
365000,2,2,4578,"2725 E Mine Creek Rd #2166, Phoenix, AZ 85024"
925000,4,4,1091,"1827 E South Fork Dr, Phoenix, AZ 85048"
529900,4,4,1967,"7541 N 35th Dr, Phoenix, AZ 85051"
375000,3,3,2894,"4624 E Cheyenne Dr, Phoenix, AZ 85044"
916000,4,4,13939.2,"16626 N 43rd St, Phoenix, AZ 85032"
509000,4,4,2535,"10662 N 33rd Pl, Phoenix, AZ 85028"
599000,4,4,15681.6,"2423 W Crimson Ter, Phoenix, AZ 85085"
255000,1,1,1209,"1012 E Osborn Rd Unit C, Phoenix, AZ 85014"
354000,3,3,7471,"1414 E Romley Ave, Phoenix, AZ 85040"
335000,1,1,2218,"114 W Adams St #704, Phoenix, AZ 85003"
307000,2,2,27878.4,"2621 W Willow Ave, Phoenix, AZ 85029"
875000,4,4,2309,"4532 E Grandview Rd, Phoenix, AZ 85032"
844000,3,3,6527,"2366 E Sahuaro Dr, Phoenix, AZ 85028"
1145000,3,3,2162,"14025 N 16th St, Phoenix, AZ 85022"
359000,3,3,6050,"7343 W Vernon Ave, Phoenix, AZ 85035"
640000,4,4,745,"1731 E Windsong Dr, Phoenix, AZ 85048"
722000,4,4,72,"16040 N 46th Pl, Phoenix, AZ 85032"
214900,1,1,1352,"3828 N 32nd St #102, Phoenix, AZ 85018"
314000,2,2,2300,"7827 W Palm Ln, Phoenix, AZ 85035"
960000,4,4,751,"938 E Coronado Rd, Phoenix, AZ 85006"
425000,4,4,10018.8,"110 E Valley View Dr, Phoenix, AZ 85042"
472000,4,4,2114,"16036 N 11th Ave #1067, Phoenix, AZ 85023"
1649000,4,4,10890.0,"3808 E Fairmount Ave, Phoenix, AZ 85018"
